,french,bassa
1240,banga,le chiffre ou bien important
1241,lañ,lait de noix de palmistes
1242,djin,mixture médicamenteuse djuem => huit
1243,"L’apôtre Jean a donné leur nombre exact : il a vu Jésus qui se tenait debout sur le mont Sion [au ciel], et avec lui 144 000 ","Ñôma Yôhanes a bi ti ñañga wap ngéda a bi tehe Yésu a téé ngii hikôa Siôn [nyoo ngii], nye ni 144 000 bôt"
1245,"Mais la maison de Rahab, qui était sur la muraille, est restée debout","Ndi ndap Rahab, i i bé ñoñok ngii lipénd, i bi yégle i téé"
1247,"Jésus dit ensuite : Quand vous priez, n’imitez pas les hypocrites qui aiment prier debout dans les synagogues et aux coins des grandes rues pour être remarqués par les hommes","Yésu a nke ni bisu i kal le: Ngéda ni nsoohe, ni boñ bañ kiki bôt ba bihéñba, inyule ba ngwés ba nsoohe bitétéé i mandap ma bibégés ni i makanda ma minloñ minkeñi le bôt ba tehe bo"
1249,"Evangelos Scouffas a observé : C’était comme si une force extraordinaire nous avait fait lever de nos sièges : nous étions tous debout, les yeux remplis de larmes","Mankéé Evangelos Scouffas a kal le: Hala a bé wengoñle ngim ngui i tôbôtôbô i bi paa bés biyééne gwés, di telep bés bobasôna, mis nyonok ni gwiiha"
1251,Restez donc éveillés et suppliez constamment pour réussir à échapper à tout ce qui doit arriver et à vous tenir debout devant le Fils de l’homme ,"Jon yéna péé, ni yemhege ngéda yosôna le ndi ni pam i pei i mam mana momasôna ma nlama lo, ni telep ki i bisu bi Man mut"
1253,Jésus est debout depuis le jeudi matin à l’aube et il a enduré des souffrances terribles,"Yésu a yé péé ibôdôl i kegla i Ngwa um, a nhônba ki ngandak mandutu"
1255,"Mais la maison à la corde rouge reste debout, alors qu’elle se trouve sur la muraille ",Ndi ndap ni nkôô nkôibaga u tiñi i winda yon i yégle i téé
1257,"Par Dieu, nous pouvons rester debout",Di nla yémbél ni ngui ’Yéhôva
1259,Puis Jean a eu une vision magnifique de l’Agneau et des 144 000 debout sur le mont Sion,"Mbus, Yôhanes a ntehe yiinda i nlôôha lam, i het Man Ntômba lôñni 144 000 bôt, ba téé i ngii hikôa Siôn"
1261,"Une femme qui avait perdu ce sens de proprioception s’était retrouvée dans l’incapacité de se tenir debout, de marcher, et même de s’asseoir","Kon u bi boñ nhôôlak mut wada le a nimis i ngap i, a bé la ha bé ki telep, to ke, to yén"
1263,"Une adolescente a dit : Quand on est enfant, ça ne nous dérange généralement pas d’être Témoin de Jéhovah si ça signifie juste refuser une part de gâteau d’anniversaire à l’école","Njohok hingonda hiada i kal le: Mañge a nla nok liyot i ba Mbôgi Yéhôva, inyule a gwé ngôñ i je bijek bilam bi ngand ligwéé i suklu"
1265,"Par exemple, avons- nous dérangé quelqu’un lorsque nous nous sommes présentés à sa porte ?","Kiki hihéga, baa mayuuga mem ma nkwo i béba ngéda?"
1266,"Une adolescente a dit : Quand on est enfant, ça ne nous dérange généralement pas d’être Témoin de Jéhovah si ça signifie juste refuser une part de gâteau d’anniversaire à l’école","Njohok hingonda hiada i nkal le: Mañge a nla nok liyot i ba Mbôgi Yéhôva, inyule a gwé ngôñ i je bijek bilam bi ngand ligwéé i suklu"
1268,Évitez de contracter des dettes inutiles,Ni boñ biliya i tjél mapil ma yañga
1270,"Puisque le roi avait eu pitié de lui, le premier esclave aurait dû se sentir poussé à annuler la dette de son compagnon",Konangoo i kiñe i bé lama tinde nkol unu i nwéhél manyañ
1272,"Comme l’intendant gère toujours les comptes de son maître, d’une certaine façon il a le droit de réduire la dette de ces débiteurs","Kiki kindak a ngi yii i ngii nkus u nwet wé, jon di nla kal le i ngi gwé kunde i suhus mapil ma bôt ba mbédél nwet wé moni"
1274,"Pris de pitié, le roi annule la dette colossale de l’esclave",Konangoo i ntinde kiñe i nwéhél nye sôsô pil wé
1276,"Comme ils n’avaient pas de quoi le rembourser, le prêteur a généreusement annulé leur dette à tous les deux","Kiki ba bééna bé to yom inyu saa nye, a nwéhél bo iba ni ñem wé wonsôna"
1277,, We u nhoñol lelaa?
1278,"Mais plus tard, cet esclave n’a pas annulé une toute petite dette qu’un autre esclave lui devait à lui","Ndi i mbus, nkol unu u bi nwéhél bé nkol umpe u u bééna nye pil u 100 dénariô"
1280,"Quand le roi a appris qu’il n’avait pas annulé une si petite dette, il s’est mis en colère","Ngéda kiñe i bi nok le nkol u ntjél nwéhél manyañ inyu isii pil, a unup kiyaga"
1282,"Le roi ordonne donc que l’esclave, sa femme et ses enfants soient vendus pour rembourser la dette","Nkol u nla bé saa i sôso pil u, jon kiñe i nkal le ba nuñul nye, nwaa ni bon inyu saa pil"
1284,"Peut-être avec une certaine indifférence, Simon répond : Je suppose que c’est celui à qui il a fait la plus grosse remise de dette ","To lakii hala nkal bé nye to jam, Simôn a ntimbhe le: Me nhoñol le nu a nwéhél pil keñi"
1286,Il n’a aucun moyen de régler cette dette,Ba nlona nye nkol u u mbédél nye 60 000 000 ma dinariô
1288,Nous devons tout faire pour ne pas avoir de dettes,Di nlama boñ kii yosôna di nla le di bana bañ mapil
1290,Voici cette histoire : Un roi a annulé une dette énorme que son esclave lui devait,"Yésu a bi ti ngén i kiñe yada, i i bi nwéhél nkol wé u bééna nye pil u 60 000 000 di dénariô"
1292,"En pardonnant nos péchés, Dieu nous libère d’une dette énorme",Djob a nwéhél mahôha més i nya i nloo héga
1294,"D’après Exode 23:9, comment les serviteurs de Dieu devaient- ils traiter les étrangers, et pourquoi ?","Inoñnaga ni kaat Manyodi 23:9, lelaa litén li Djob li kôba li bé lama tééda bakén, inyuki?"
1295,Dieu demande aux enfants d’obéir à leurs parents ,A mbem le bagwal ba niiga ni le ba kodol bon bap
1297,Et il éprouve le même amour pour tous ceux qui accueillent le royaume de Dieu comme un jeune enfant ,A gwé nlélém gwéha inyu ba bobasôna ba ‘nleege Ane Nyambe kiki mañge ntitigi
1299,JOYAUX DE LA PAROLE DE DIEU | MARC 13-14,MASÔÔ MA NKUS MA BIBEL | MARKÔ 13-14
1300,Que nous apprend cette prophétie sur le Royaume de Dieu ?,Kii mbañ ini i niiga bés inyu Ane Djob?
1301,"Notons que Ruth n’emploie pas seulement le titre impersonnel Dieu , comme le feraient de nombreux étrangers ; elle utilise également le nom de Dieu, Jéhovah",Yimbe le Ruth a ngwélél bé ndigi i tel ini le Djob kiki ngandak bakén i bé boñ; ndi a ngwélél bañga jôl li Djob le Yéhôva
1303,"Dans le monde nouveau, la société humaine sera unie dans le culte du vrai Dieu","I mbok mondo i, bôt b’a ba maada i bégés Djob li maliga"
1305,"Jésus avertit donc ses opposants : Vraiment, je vous dis que les collecteurs d’impôts et les prostituées entreront avant vous dans le royaume de Dieu",Jon Yésu a nkal bakolba nye le: Me nkal bé maliga le: Bakottas ni bôda ba libambe ba mbôk bé i bisu ikété Ane Nyambe
1307,"Quelle est l’œuvre que Dieu demande à son peuple d’effectuer aujourd’hui, et qui l’accomplit ?","Umbe nson Djob a ñéga litén jé le li sal len ini, bonje ba nsal wo?"
1308,L’idée que Dieu choisisse à l’avance quelles épreuves nous subirons suppose qu’il connaisse tout de notre avenir,Mahoñol mana le Djob a mpohol i bisu bi ngéda mambe manoodana di ga boma ma nkobla le a nlama yi hiki jam inyu bilôl gwés
1310,Quelles pressions a subies Sergeï pour désobéir à Dieu ?,Lelaa ba bé noode tômbôs ndéñbe i Serge ipañ Djob?
1311,"Aux autres villes aussi il me faut annoncer la bonne nouvelle du royaume de Dieu, car c’est pour cela que j’ai été envoyé ",Me nlama añle yak minkoñ mimpe miñañ minlam mi Ane Nyambe; inyule jon me bi ôma
1313,Comment Abraham a- t- il démontré sa confiance en Dieu ?,Lelaa Abraham a bi éba le a bé bôdôl Djob ñem?
1314,Le Dieu d’Israël est plein d’amour et de miséricorde,"Yéhôva a ntét bé i bôt a ñane, ndi a ñéga bo ni gwéha"
1316,"Avec le temps, les habitants de cette région ont adopté une forme de culte intégrant certaines croyances et pratiques dictées par la Loi de Dieu, comme la circoncision","Kii ngéda i bé tagbe, ba bi bot ngim base i i bé noñ ngim mam i Mbén Djob kiki bo likwee"
1318,"Dans beaucoup de Bibles, le nom de Dieu a été remplacé par des titres comme SEIGNEUR ou DIEU","Ikété ngandak Bibel, ba bi héya jôl li Djob, ba héñha jo ni mangédi mé kii bo NWET tole DJOB"
1320,JOYAUX DE LA PAROLE DE DIEU | ISAÏE 29-33,MASÔÔ MA NKUS MA BIBEL | YÉSAYA 29-33
1321,"Mais certains humains, comme Abel, Hénok et Noé, sont restés fidèles à Dieu ","Ndi, ndék bôt kiki Abel, Énok, ni Nôa, i bi waa bé téñbe ni Yéhôva"
1323,Dieu écoute- t- il toutes les prières ?,Baa Djob a ñemble masoohe momasôna?
1324,"En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo"
1326,JOYAUX DE LA PAROLE DE DIEU | PROVERBES 1-6,MASÔÔ MA NKUS MA BIBEL | BINGÉNGÉN 1-6
1327,"Le premier s’est avancé et a dit : Seigneur, ta mine a rapporté dix mines","Ha nyen nu bisu a bi lo, a kal le: ‘A Nwet, mina woñ u nti jôm li mina"
1329,"Dix-sept ans ont passé depuis le jour où Jésus, âgé de 12 ans, a interrogé les enseignants dans le Temple","Bebee le 17 nwii mi bi tagbe ibôdôl nu Yésu a bééna 12 nwii, a badak baéga bibase mambadga i témpel"
1331,Jéhovah a béni Juda en lui accordant la paix pendant les dix premières années du règne d’Asa,Yéhôva a bi sayap loñ i Lôk Yuda kayéle a bi ti bo nsañ mu jôm li ñwii li bisu li Ane Asa
1333,Jésus et les dix autres apôtres se mettent en route pour les y rejoindre,"I mbus ndék ngéda, Yésu ni ini jôm li banigil ipe i nke nyoo"
1335,"Pourquoi les dix lépreux se tiennent- ils à une certaine distance, et pourquoi Jésus leur dit- il d’aller voir les prêtres ?","Inyuki jôm li bakon lô li nyén haa ni Yésu, inyuki Yésu a nkal bo le ba ke tehe biprisi?"
1336,Comment ta spiritualité a- t- elle évolué depuis un an ? depuis dix ans ?,"I bôdôl nu u bi sôblana, nwii wada u ntagbe, jôm li nwii li ntagbe, baa u nhol i pes mbuu?"
1337,Ce pays compte aujourd’hui dix fois plus de proclamateurs que lorsque je suis arrivé,"Nsoñgi u batéé likalô i len ini, u yé jôm li ngélé i jam li bé ngéda me bi bôdôl sal hana"
1339,C’est pourquoi il envoie dix messagers demander de l’aide à Nabal,"Jon kel yada, David a ñep bake ñwin yak Nabal inyu bat nye mahôla"
1341,"Après dix ans au Népal, Kumiko observe : Mes inquiétudes se sont dissipées, un peu comme la mer Rouge s’est ouverte","Ngéda a nhoñol bebee le jôm li ñwii a bi tégbaha i téé likalô i loñ Népal, Kumikô a nkal le: Mandutu me bé hoñlak le me ga bana, ma bi bagla bisu gwem kiki Tuye Nkôibaga"
1343,"Il utilise douze pierres, ce qui rappelle sans doute à beaucoup de sujets du royaume des dix tribus qu’ils sont toujours sous la Loi donnée aux douze tribus","A ngwélél 12 ngok, bebeg inyu hôñlaha ngandak ikété ane i 10 matén le ba ngi yii isi Mbén i i bi tiba inyu 12 matén"
1345,"Les dix cornes que tu as vues, et la bête sauvage, celles-ci haïront la prostituée et la rendront dévastée et nue, et mangeront ses chairs et la brûleront complètement par le feu","Jôm li matoñ u ntehe, ni nuga bikai, bana b’a oo muda libambe, b’a bôm nye, ba yég nye nso, b’a je ki minsôn nwé, ba siiha nye ni hié"
1347,Quel message Jésus veut- il faire passer avec l’exemple des dix vierges ?,Bimbe biniigana Yésu a nsômbôl ti ni hihéga hi jôm li dingonda ngi yi bôlôm?
1348,Jésus a déjà comparé ses disciples à des ouvriers participant à une moisson ; ils comprennent donc peut-être qu’ils correspondent aux dix esclaves de l’exemple ,"Banigil ba nla yimbe le bon Yésu a yé hégha ni jôm li minkol mu hihéga hié, inyule Yésu a ma hégha bo ni basalnwom"
1350,Jéhovah les avait libérés de leur esclavage en Égypte en faisant venir dix plaies sur le pays,Ba bi pam minkôm mbus Yéhôva a bi lona Jôm li dimala i loñ i Égiptô
1352,"Dix hommes de toutes les langues des nations saisiraient fermement le vêtement d’un Juif, en disant : Nous voulons aller avec vous","Jôm li bôlôm l’a kôbda mintômp mi libadô mi man Lôk Yuda, ba lôlak biloñ ni dilémb tjodisôna, ba kalak le: Bés ni bé di kenek"
1354,L’exemple des dix mines,Hihéga hi Yésu hi jôm li mina
1355,"Mais son refus de porter les armes lui a valu dix mois de prison au pénitencier de Kingston, dans l’Ontario ","Kiki a bé la bé begee ngaa, ba bi kokse nye i tégbaha 10 sôñ i ndap mok mi Kingston i Oñtariô, tison yada i Kanada"
1357,Jésus conclut : Je vous dis que c’est ainsi qu’il y aura plus de joie dans le ciel pour un seul pécheur qui se repent que pour quatre-vingt-dix-neuf justes qui n’ont pas besoin de repentance ,"I mamélél ma nkwel wé, Yésu a kal le: Me nkal bé le, hala nyen maséé m’a ba ngii inyu mboñbéba wada nu a nhiel ñem, iloo inyu môm bôô ni bôô ma bôt ba téé sép, ba ba gwé bé jam inyu hielñem"
1359,"Jésus avertit donc ses opposants : Vraiment, je vous dis que les collecteurs d’impôts et les prostituées entreront avant vous dans le royaume de Dieu",Jon Yésu a nkal bakolba nye le: Me nkal bé maliga le: Bakottas ni bôda ba libambe ba mbôk bé i bisu ikété Ane Nyambe
1361,"Elle leur a donc offert un jus de fruit, donné une brosse pour qu’ils nettoient leurs vêtements, ainsi qu’une bassine d’eau et des serviettes","A bi ti bo ndék binene ni biséhél inyu héya libu li biték i mambot map, nlôñga malép, ni biwédé"
1363,"Allez donc et faites des disciples de gens d’entre toutes les nations, [","Jon kenana, yilhana banigil mu biloñ gwobisôna, "
1366,] leur enseignant à observer tout ce que je vous ai commandé , ni niigaga bo i tééda mam momasôna me bi kal bé
1368,"En nous concentrant sur les choses spirituelles, nous pouvons donc être en paix avec Dieu et avec nous- mêmes dès aujourd’hui, et vivre éternellement dans l’avenir","Ngéda niñ yés i yé nyonok ni mam ma mbuu, di yé di bana nsañ ni Djob ni bésbomede i len ini, di ban-ga ki botñem i niñ boga i dilo di nlo"
1370,"Donc, s’opposer à Jéhovah, c’est faire un mauvais usage du libre arbitre","Ibabé pééna, nu ni nu a nkolba Yéhôva a mbep toi gwélél ngap yé i yoñ makidik"
1372,Je l’ai donc saluée dans sa langue,Me bi yéga nye ni hop wé ligwéé
1374,Il peut donc se tromper sur des questions doctrinales ou d’organisation,"Jon, li nla boñ mahôha mu biniigana gwap tole mu makidik ba nyoñ inyu tjek litén li Djob"
1376,"La Bible dit : Si donc l’un de vous manque de sagesse, qu’il la demande sans relâche à Dieu ","Bibel i nkal le: Ibale wada ikété nan a nhañba pék, a kônde bat yo Djob"
1378,C’est donc très important d’apprendre à penser comme Jésus,"Inyu hala nyen, i nlôôha ba nseñ i nigil hoñol kiki Kristô"
1380,"Vous appréciez donc de recevoir des félicitations ; alors, ne devriez- vous pas vous faire un devoir d’adresser à votre tour des félicitations à autrui ?","Kiki hala a nlémél bés i kôhna bibégés, baa yak bés di nlama bé boñ biliya i ti bôt bape bibégés?"
1381,"Judas part donc à sa recherche, emmenant avec lui une foule de prêtres en chef et de pharisiens","Jon Yuda a nke yéñ Yésu, nye ni limut likeñi li biprisi ni Farisai"
1383,"Si donc nous étions affiliés aux partis politiques de nos pays respectifs, nous serions mal placés pour exposer le message du Royaume, et notre unité chrétienne serait gravement compromise ","Jon ibale di nyoñ ngaba i minlôñ mi m’bô, di mbana ha bé ki makénd i añal le Ane Djob yotama yon di nlama bôdôl ñem; hala a ga lona ki mbagla ipôla ntôñ u bikristen"
1385,Vous devez donc déterminer ce qui fonctionne le mieux pour vous,Ndi jam li nlôôha ba nseñ li yé le u léba limbe likeñge li nkiya ni we
1387,C’est donc surtout quand nous nous ‘ trouvons broyés ’ affectivement qu’il tente de nous faire lâcher prise,"Téntén ngéda di ntomb mahoñol, a ntiinde bés le di somol"
