,french,bassa
421,"Un aigle peut planer des heures, en utilisant des courants thermiques, des colonnes d’air chaud ascendant.","Nyôgôl u nla tégbaha ngandak ngeñ i ngii, u gwéélak ngim ntén u mbébi i i mbet inyu puue ibabé nye i bép bipapai gwé."
422,"Mais par la suite, nous avons dû déménager, car Lene a eu des problèmes de santé et elle avait besoin d’un climat plus chaud.","Ndi makon ma nwaa wem Lene, ma bi nyégsa bés i ke yén i het lék i bé."
423,"Il était sans doute plus facile, quand c’était possible, de demander des braises chaudes à son voisin plutôt que d’allumer un feu soi- même.",I nene le bôt ba bé tehe loñge i yoñ makalak ma hiéé yak mut wap libôk ilole ba noode kwiye hiéé bomede.
424,"APRÈS des jours de pluie et de vent, le lundi 1er septembre 1919 s’annonçait chaud et ensoleillé.","MBUS ngandak dilo di mbebi ni mbéñ, kel i bisu i sôñ Dipôs i ñwii 1919 i bé lék, ni hiañgaa hi bayak."
425,Et il éprouve le même amour pour tous ceux qui accueillent « le royaume de Dieu comme un jeune enfant » .,A gwé nlélém gwéha inyu ba bobasôna ba ‘nleege Ane Nyambe kiki mañge ntitigi.’ —Lukas 18:17.
426,"Notons que Ruth n’emploie pas seulement le titre impersonnel « Dieu », comme le feraient de nombreux étrangers ; elle utilise également le nom de Dieu, Jéhovah.",Yimbe le Ruth a ngwélél bé ndigi i tel ini le “Djob” kiki ngandak bakén i bé boñ; ndi a ngwélél bañga jôl li Djob le Yéhôva.
427,"Comme lui, nous souhaitons vraiment que les gens écoutent et « reste[nt] bel et bien en vie » (Ézéch.","Kiki Yéhôva, ngôñ yés yosôna i yé le bôt ba leege nwin u, kayéle ba ‘ke ni bisu i niñ.’"
428,"Ils se sont peut-être dit que, comme la plupart des espions avaient dit la même chose, ce devait être vrai.","Bebek inyule ba bi hoñol le jam li li bé maliga, inyule libim li bôt ba mbep li bi ti nlélém ñañga u bitembee."
429,"Avec le temps, les habitants de cette région ont adopté une forme de culte intégrant certaines croyances et pratiques dictées par la Loi de Dieu, comme la circoncision.","Kii ngéda i bé tagbe, ba bi bot ngim base i i bé noñ ngim mam i Mbén Djob kiki bo likwee."
430,"Elle admet : « Comme j’ai grandi dans une famille où tout le monde se mettait souvent en colère, je dois lutter aujourd’hui encore contre ce sentiment.","A nkal le: “Letee ni i len ini, me ngi jok ni hiun, inyule me bi nañ i lihaa i het hiki mut a bé bep unup.”"
431,"Dans beaucoup de Bibles, le nom de Dieu a été remplacé par des titres comme SEIGNEUR ou DIEU.","Ikété ngandak Bibel, ba bi héya jôl li Djob, ba héñha jo ni mangédi mé kii bo NWET tole DJOB."
432,"Mais certains humains, comme Abel, Hénok et Noé, sont restés fidèles à Dieu .","Ndi, ndék bôt kiki Abel, Énok, ni Nôa, i bi waa bé téñbe ni Yéhôva. —Lôk Héber 11:4, 5, 7."
433,"Comme Jésus, sers- toi de petites choses pour expliquer de grandes choses, de choses faciles pour expliquer des choses difficiles.","Kiki Yésu, gwélél dibagaa di mam inyu toñol mbôm mam, yak mam ma ntomb inyu toñol minledek mi mam."
434,"Dans la plupart des cas, ils faisaient un tel vœu pour une période limitée. Mais certains, comme Samson, Samuel et Jean le Baptiste, ont été naziréens toute leur vie.","Ngandak i bé boñ malômbla ma inyu ndék ngéda, ndi bape kiki Simsôn, Samuel ni Yôhanes Nsôble, ba bé Nazir niñ yap yosôna."
435,"Les principes de Jéhovah sont comme cette clôture, et le Diable est comme ce lion.","Matiñ ma Yéhôva ma yé kiki lipénd li, Nsohop a bak kiki mbondo njéé."
436,Un mari doit aimer sa femme comme il s’aime lui- même.,Munlôm a nlama gwés nwaa wé kii a ngwés nyemede.
437,Débarrassez- vous de tout ce qui a un rapport avec le spiritisme et de tout ce qui présente la magie ou les démons comme sans danger ou amusants.,"Tjôô kii yosôna i gwé maada mo kiki mo ni makañ, yak ni mimbuu mimbe, to ibale i nene bé we béba tole u nhoñol le i nla ti we maséé."
438,"Tout comme dans les congrégations du Ier siècle, les anciens reçoivent aujourd’hui des instructions et des conseils du Collège central, soit directement, soit par l’intermédiaire de ses représentants, par exemple les surveillants itinérants.","Kiki i makoda ma bikristen ma hiai hi bisu, mimañ mi nkôhna biniigana ni maéba ma nlôl i Juu li bakena ntôñ, ni njel maléta ni bagwélél, kiki bo ngwélél makiiña."
439,"Naomi désire par conséquent procurer à Ruth, qui est devenue comme une fille pour elle, « un lieu de repos », autrement dit la sécurité et la protection qu’offrent un foyer et un mari.","Nano le Ruth a nyila Naômi bañga yé ngond, jon a nyiñil Ruth homa “linôyôi,” hala wee matééda ni lisolbene muda a nla kôs i ndap libii."
440,Jésus annonce ensuite : « Il y aura une grande tribulation comme il n’y en a jamais eu depuis le commencement du monde et comme il n’y en aura plus.,"I mbus, Yésu a nlegel le: “Njiiha keñi y’a ba, i nya i yé ngi ba ibôdôl bibôdle bi nkoñ isi letee ni nano, to, y’a ba ha bé ki.”"
441,"4 Quand les choses se déroulent comme nous le souhaitons, il est tout naturel que cela nous donne espoir.","4 Ngéda mam ma ntagbe kiki di ngwés, botñem yés i nañ."
442,"Insiste sur le fait que même certains non-Israélites, comme Rahab, Ruth, Jael et les Gabaonites, ont décidé d’être du côté des Israélites parce qu’ils savaient que Dieu était avec eux.","Unda ki le ibale ngim bôt, i i bé bé bon ba Israel kiki bo Rahab, Ruth, Yaél ni bôt ba Gibéôn, ba bi yoñ pes i bon ba Israel, hala a bé inyule ba bi tehe le Djob a bé ni litén jé."
443,"Comme Dieu l’a promis, il bénira les humains.","Kiki Djob a bi bôn, a bé lama ki sayap bôt hana isi."
444,C’est donc très important d’apprendre à penser comme Jésus.,"Inyu hala nyen, i nlôôha ba nseñ i nigil hoñol kiki Kristô."
445,"Beaucoup ne nous disaient plus bonjour, et se comportaient avec nous comme si nous avions été [excommuniés]. »","Ngandak i bé tjél yéga bés, ba yoñok ndik bés kiki bôt ba mpémés ntôñ.”"
446,"Ce verset dit : « En voyant les foules, [Jésus] en eut pitié, parce qu’elles étaient dépouillées et éparpillées comme des brebis sans berger.","Nlôñ u u nkal le: “Ndi ngéda a tehe mamut, ma kônha nye [Yésu] ngoo, inyule ma ba bahelga ni nwambaga, kikii mintômba mi ngi ntééda.”"
447,"Certains humains, comme Adam, Ève et leur fils Caïn, ont choisi le camp du mal.","Bôt kiki Adam, Éva, ni man wap Kain, ba bi pohol i boñ béba."
448,"Tout comme il l’a fait en Galilée, Jésus réprimande ceux qui lui demandent un signe du ciel.","Kiki Yésu a boñ i Galiléa, a nkônd bôt ba yé bat nye ngim yimbne i nlôl i ngii."
449,"Jr 49:17, 18 : Comment Édom est- elle devenue comme Sodome et Gomorrhe, et pourquoi ?","Yérémia 49:17, 18 —Lelaa Édôm a bi yila kiki Sôdôm ni Gômôra, inyuki?"
450,"D’après Exode 23:9, comment les serviteurs de Dieu devaient- ils traiter les étrangers, et pourquoi ?","Inoñnaga ni kaat Manyodi 23:9, lelaa litén li Djob li kôba li bé lama tééda bakén, inyuki?"
451,b) Comment Jéhovah bénit- il Hanna ?,Lelaa Yéhôva a nkônde sayap Hana?
452,Comment sa mère va- t- elle le discipliner ?,Lelaa ni nyañ a ga kodol nye?
453,Comment Éliézer a- t- il compris que Rébecca était la femme qu’il fallait pour Isaac ?,Lelaa Éliézer a bi pam i yi le Rébéka a bé muda Isak a bé lama bii?
454,"2 Dans une telle situation, comment aimerais- tu que l’on agisse avec toi ?",2 Noode ki hoñol lelaa w’a gwés le bape ba leege we ibale wen u mboma nlélém jam.
455,"Questions : D’après ce que Jésus a enseigné, comment doit- on prier ?",Mambadga: Kii Yésu a bi kal banigil bé inyu niiga bo masoohe?
456,Comment se servir de la brochure Écoutez Dieu,Emble Djob —Lelaa di nlama gwélél yo
457,Comment les paroles de Marie font- elles ressortir...,Lelaa bibuk bi Maria bi ñunda . . .
458,"Comment Jésus envoie- t- il ses apôtres prêcher, et quelles instructions leur donne- t- il ?","Lelaa Yésu a ñom baôma bé 12 likalô, mambe maéba a nti bo?"
459,Comment Abraham a- t- il démontré sa confiance en Dieu ?,Lelaa Abraham a bi éba le a bé bôdôl Djob ñem?
460,Comment peut- il prétendre être « le pain qui est descendu du ciel » ?,"Ba kalak le, lelaa a nla kal le: “Men me yé koga i nlôl i ngii.”"
461,Comment trouver ceux qui ont « l’état d’esprit qu’il faut pour avoir la vie éternelle » ?,"Lelaa di nla yi i bet “ba gwé libak lilam inyu niñ boga,” ni lelaa di nla léba bo?"
462,"20 De nos jours, des commentateurs de la Bible critiquent le dénouement de cette épreuve sur le mont Carmel.","20 I len ini, bôt bahogi ba ñôm Bibel nsohi le ñañ u pééna i hikôa hi Karmel u mbep mal."
463,Comment était la vie au début ?,Niñ i bé lelaa ikété paradis?
464,b) Comment ce couple est- il resté fort spirituellement ?,Lelaa bagwal ba bi boñ inyu tééda hémle ngui?
465,"Qu’avons- nous appris de l’histoire de Yiphtah et sa fille, et comment pouvons- nous les imiter ?",Bimbe biniigana di ñôt i ñañ u Yéfta bo ngond yé? Lelaa di nla kôna bo?
466,b) Comment Jéhovah peut- il nous aider si nous avons le bon point de vue sur notre situation ?,Lelaa Yéhôva a nhôla bés ngéda di mboñ biliya i bugus mam ma mbuu i niñ yés?
467,18 Comment une connaissance exacte de Dieu a été utile à Job.,18 Lelaa bañga yi i Djob i bi hôla Hiôb?
468,14 Comment nous habillons- nous pour les réunions ou la prédication ?,14 Lelaa di nhaba ngéda di nke i makoda ni i likalô?
469,Comment l’espérance peut- elle réduire nos inquiétudes ?,Lelaa ngui i botñem i nla suhus nduña?
470,Ze 12:3 : Comment Jéhovah fait- il de « Jérusalem une pierre pesante » ?,Sakaria 12:3 —Lelaa Yéhôva a bi “yilha Yérusalem ida ngok”?
471,Comment donner des encouragements efficaces ?,Lelaa di nla ti bôt makénd i nya i ntihba toi miñem nwap?
472,Comment faire en sorte que le stratagème de Satan ne réussisse pas à nous influencer ?,"Lelaa di nla ba nkwoog nkaa le hipa hi Satan hi, hi yumus bañ bés?"
473,Comment sœur Pötzinger* a- t- elle utilisé son temps avec sagesse durant son isolement ?,Lelaa Sita Pötzinger* a bi gwélél ngéda yé ni pék i ngeñ a bé i ndap yé mok nyetama?
474,12 Comment Jéhovah les a- t- il aidés à se sentir en sécurité ?,"12 Lelaa Yéhôva a boñ le litén jé li nôgda le a ntat jo, a tohlak ki jo?"
475,"Ce qu’il a appris lui a donné envie d’aimer Jéhovah, et cette connaissance l’a aidé à construire sa foi.","I mam Abraham a bi nigil, ma bi tinde nye i gwés Yéhôva. I yi i, i bi hôla ki nye i bana hémle."
476,"Pendant les 40 ou 50 ans qu’il passe à construire l’arche, il est aussi un “ prédicateur de justice ”.","Ngéda a ba bañ nkuu u u yoñ 40 tole 50 ma ñwii, a ba ki “ñañal telepsép.”"
477,Aurait- il le courage d’accepter la responsabilité de construire le temple ?,Baa a bé le a la bana ñem ngui i éga bôlô maoñ i?
478,Question : Comment des conjoints peuvent- ils construire une union solide ?,Mbadga: Lelaa babiina ba nla lédés maada map ma libii?
479,L’honneur de construire et d’entretenir des lieux dédiés au vrai culte,Bisai di gwé i oñ ni bôñgôl bahoma inyu libégés lipubi
480,"Quelle joie pour eux de construire des maisons et d’y habiter, ainsi que de se nourrir de ce qu’ils avaient eux- mêmes planté !","Kinje maséé ba bi lama bana i oñ mandap, i niñ mu, ni i sal bijek ni bumbul matam malam!"
481,Pourquoi fallait- il de la foi à Noé pour construire l’arche ?,Inyuki Nôa a bééna ngôñ ni hémle inyu bañ nkuu?
482,Jéhovah Dieu lui a dit de construire un très grand bateau dans lequel sa famille et lui pourraient être sauvés lorsque tous les méchants seraient détruits.,Yéhôva Djob a kal nye le a oñ soso sitima inyu péyés nye ni lihaa jé ngéda tjiba i bibéba bibôt.
483,"Jésus n’est pas en train de dire que les gens de l’époque de Noé et de Loth ont été détruits parce qu’ils se livraient à des occupations normales comme manger, boire, acheter, vendre, planter et construire.","Yésu a ta bé kal le bôt ba ngéda Nôa tole i Lôt ba bi tjiba inyule ba bé boñ mam ma hiki kel kiki bo je, nyôba, sômba, bel, ni maoñ."
484,"C’est la même chose pour quelqu’un qui doit abandonner de « vieilles » croyances, des croyances qu’il chérit depuis longtemps. Nous devons d’abord l’aider à construire un attachement fort pour les vérités bibliques qui pour lui sont nouvelles.","Hala a yé nlélém jam inyu yés, ilole di mbat bôt le ba tjôô “minlômbi” mi biniigana ba ndiihe, di nlama ndugi hôla bo i gwés biniigana “bi mondo” ba nkôs —hala wee biniigana bi Bibel ba bé yi bé ilole di mboma bo."
485,Les gens pourront construire leur propre maison et cultiver des produits de qualité.,"Bôt b’a bana pôla i oñ mandap map, ba kon ki maséé ni bijek bilam ba mbel."
486,Les travailleurs ont ignoré leurs insultes et ils ont continué à construire.,"Basal ba bi timbhe bé bo, ndi ba bi ke ni bisu ni maoñ."
487,"Grand Dieu, ce fut bon de construire","Kinje loñge jam, A Yéhôva"
488,"En nous portant volontaires pour aider à construire et à rénover des bâtiments à usage théocratique, si notre situation nous le permet.","Bana ngôn i hôla maoñ ni tibil bahoma di béghene Djob, kiki la yoñ."
489,Et nous pourrons ainsi construire des amitiés qui dureront toujours.,"Mu kiki di nke ni bisu i ti bo mayéga, di ga bot mawanda ma nom i boga ni boga."
490,"En juin 70, Titus a ordonné à ses soldats d’abattre les arbres de la campagne de Judée pour construire, autour de Jérusalem, une fortification de 7 kilomètres de long faite de pieux taillés.","I sôñ Hilônde  i nwii 70 N.Y., Titus a bi ti bisônda gwé oda le ba kit bie bi lipand, li li bé ha bebee inyu boñ lipénd li bééna kilôméta 7, kayéle li kéña lipénd li Yérusalem."
491,4 David était donc bien placé pour conseiller à Salomon d’être courageux pour construire le temple !,"4 Di nla nok inyuki David nyen a bé a kôli i yigye Salômô le a bana ñem ngui, ni le a oñ témpel!"
492,"Pour construire une foi forte, quelles mauvaises influences devons- nous rejeter ?","Inyu bana hémle i ngui, mambe mam mabe di nlama keñgle?"
493,Ils font peut-être allusion à ce qui s’est passé quand Pilate a puisé dans les caisses du Temple pour construire un aqueduc qui amènerait l’eau à Jérusalem.,Bebek bôt ba Galiléa bana ba nhoñol jam li bi tagbe ngéda Pilatô a bi nol dikôô di bôt di Lôk Yuda inyule ba bi neebe bé le Pilatô a gwélél moni mi témpel inyu oñ nyaañga u bé lama lona malép i Yérusalem.
494,Il a dit à Noé de construire une arche pour que sa famille et lui ne meurent pas dans le déluge .,A kal Nôa le a bañ nkuu inyu péyés ni nye ni lihaa jé ngéda ntida malép.—Bibôdle 6:9-18.
495,"Quelque temps plus tard, le gouvernement de ce pays africain nous a accordé l’autorisation de construire des Salles du Royaume.","Ndék ngéda mbus, ngomin i loñ Afrika i, a bi ti bés kunde maoñ."
496,Ce ne doit pas être de recueillir de l’argent ou de construire des bâtiments élaborés.,"I nlama bé ba inyu bok moni, to inyu oñ mandap makeñi."
497,Alors le Collège central nous a demandé de chercher un terrain sur lequel nous pourrions construire un Béthel plus grand.,Jon Juu li bakena ntôñ li bi ti kunde le di yéñ homa nkeñi inyu oñ Bétel i mondo.
498,Qu’enseigne Jésus au moyen de l’exemple de celui qui veut construire une tour et de l’exemple du roi et de son armée ?,Kii Yésu a niiga ni njel hihéga hi mut a gwé ngôñ i oñ nkum ndap ni hi kiñe ni ntôñ wé gwét?
499,Salomon a commencé à construire le Temple.,Salômô a bôdôl maoñ ma témpel.
